R_KD,B_KD,R_SUB_ATT,B_SUB_ATT,R_REV,B_REV,last_round,SLpM_x,SApM_x,TD_Avg_x,Sub_Avg_x,R_Height_cms,R_Weight_lbs,R_Reach_cms,SLpM_y,SApM_y,TD_Avg_y,Sub_Avg_y,B_Height_cms,B_Weight_lbs,B_Reach_cms,R_SIG_STR_landed,R_SIG_STR_attempted,B_SIG_STR_landed,B_SIG_STR_attempted,R_TOTAL_STR_landed,R_TOTAL_STR_attempted,B_TOTAL_STR_landed,B_TOTAL_STR_attempted,R_TD_landed,R_TD_attempted,B_TD_landed,B_TD_attempted,R_HEAD_landed,R_HEAD_attempted,B_HEAD_landed,B_HEAD_attempted,R_BODY_landed,R_BODY_attempted,B_BODY_landed,B_BODY_attempted,R_LEG_landed,R_LEG_attempted,B_LEG_landed,B_LEG_attempted,R_DISTANCE_landed,R_DISTANCE_attempted,B_DISTANCE_landed,B_DISTANCE_attempted,R_CLINCH_landed,R_CLINCH_attempted,B_CLINCH_landed,B_CLINCH_attempted,R_GROUND_landed,R_GROUND_attempted,B_GROUND_landed,B_GROUND_attempted,R_SIG_STR_pct_float,B_SIG_STR_pct_float,R_TD_pct_float,B_TD_pct_float,Str_Acc_x_float,Str_Def_x_float,TD_Acc_x_float,TD_Def_x_float,Str_Acc_y_float,Str_Def_y_float,TD_Acc_y_float,TD_Def_y_float,R_age,B_age,age_diff,height_diff,reach_diff,weight_diff,slpm_diff,str_acc_diff,sapm_diff,str_def_diff,td_avg_diff,td_acc_diff,td_def_diff,sub_avg_diff,Winner_target
1,0,0,0,0,0,1,19.91,0.52,0.0,0.0,185.42,155.0,180.34,7.58,8.88,0.0,0.0,182.88,145.0,198.12,45,63,0,3,55,74,0,3,0,0,0,2,43,61,0,2,1,1,0,1,1,1,0,0,7,8,0,3,3,3,0,0,35,52,0,0,0.71,0.0,0.0,0.0,0.77,0.86,0.0,1.0,0.39,0.58,0.0,0.0,27.863107460643395,31.457905544147845,-3.5947980835044504,2.539999999999992,-17.78,10.0,12.33,0.38,-8.360000000000001,0.28,0.0,0.0,1.0,0.0,1
1,0,0,0,0,0,2,5.38,5.8,0.0,0.0,195.58,205.0,210.82,15.07,8.6,0.0,0.0,193.04,205.0,195.58,82,148,146,227,84,150,146,227,0,1,0,0,81,144,101,175,1,4,31,37,0,0,14,15,72,132,132,210,3,8,14,17,7,8,0,0,0.55,0.64,0.0,0.0,0.43,0.48,0.0,0.78,0.62,0.47,0.0,1.0,28.72826830937714,30.327173169062284,-1.5989048596851454,2.5400000000000205,15.23999999999998,0.0,-9.690000000000001,-0.19,-2.8,0.010000000000000009,0.0,0.0,-0.21999999999999997,0.0,1
0,0,1,0,1,0,3,4.72,3.6,2.69,1.2,177.8,170.0,182.88,3.03,2.16,1.93,0.6,180.34,170.0,185.42,37,68,21,84,133,187,32,95,1,1,0,0,23,52,17,76,1,1,3,7,13,15,1,1,21,49,19,82,0,0,0,0,16,19,2,2,0.54,0.25,1.0,0.0,0.55,0.63,0.6,1.0,0.44,0.61,0.41,0.66,28.281998631074607,26.546201232032853,1.7357973990417541,-2.539999999999992,-2.539999999999992,0.0,1.69,0.11000000000000004,1.44,0.020000000000000018,0.76,0.19,0.33999999999999997,0.6,1
0,1,0,0,0,0,2,5.71,4.78,0.48,0.0,175.26,135.0,175.26,3.84,6.81,1.17,0.0,170.18,140.0,177.8,21,42,23,30,43,64,36,44,0,0,0,3,11,27,11,18,6,11,1,1,4,4,11,11,16,35,17,22,5,7,2,2,0,0,4,6,0.5,0.76,0.0,0.0,0.45,0.54,0.33,0.7,0.61,0.35,0.2,0.0,27.679671457905545,30.587268993839835,-2.90759753593429,5.079999999999984,-2.5400000000000205,-5.0,1.87,-0.15999999999999998,-2.0299999999999994,0.19000000000000006,-0.69,0.13,0.7,0.0,0
0,0,0,0,0,0,5,3.14,3.48,0.0,0.0,193.04,242.0,198.12,5.04,1.85,1.13,0.5,193.04,245.0,205.74,42,104,102,176,49,111,128,202,0,0,2,14,14,69,33,83,5,6,23,32,23,29,46,61,38,97,98,172,4,7,3,3,0,0,1,1,0.4,0.57,0.0,0.14,0.48,0.39,0.0,0.8,0.55,0.69,0.26,1.0,32.95003422313484,30.88021902806297,2.0698151950718717,0.0,-7.6200000000000045,-3.0,-1.9,-0.07000000000000006,1.63,-0.29999999999999993,-1.13,-0.26,-0.19999999999999996,-0.5,0
0,0,1,0,1,0,3,3.29,6.51,0.0,0.5,167.64,145.0,172.72,3.8,1.09,10.86,0.5,172.72,135.0,172.72,15,46,77,121,23,55,102,151,0,2,8,9,8,36,53,89,3,6,14,19,4,4,10,13,10,38,22,46,5,7,5,7,0,1,50,68,0.32,0.63,0.0,0.88,0.45,0.43,0.0,0.18,0.58,0.61,0.76,1.0,31.307323750855577,28.709103353867214,2.5982203969883635,-5.0800000000000125,0.0,10.0,-0.5099999999999998,-0.12999999999999995,5.42,-0.18,-10.86,-0.76,-0.8200000000000001,0.0,0
0,0,0,0,0,0,3,3.57,3.81,1.6,0.0,175.26,155.0,182.88,2.85,3.88,1.06,1.2,175.26,155.0,177.8,50,205,53,183,50,205,53,183,0,0,0,1,15,152,36,155,18,33,5,11,17,20,12,17,50,204,53,183,0,1,0,0,0,0,0,0,0.24,0.28,0.0,0.0,0.35,0.59,0.38,0.62,0.37,0.6,0.33,0.63,28.407939767282684,25.935660506502394,2.47227926078029,0.0,5.079999999999984,0.0,0.7199999999999998,-0.020000000000000018,-0.06999999999999984,-0.010000000000000009,0.54,0.04999999999999999,-0.010000000000000009,-1.2,0
0,0,0,0,0,0,3,5.6,5.87,0.68,0.8,167.64,135.0,165.1,4.03,3.9,0.88,0.1,162.56,135.0,172.72,94,194,65,193,94,194,65,193,0,0,1,5,35,115,48,168,19,27,4,8,40,52,13,17,93,193,65,193,1,1,0,0,0,0,0,0,0.48,0.33,0.0,0.2,0.43,0.58,0.21,0.8,0.4,0.6,0.27,0.92,34.47501711156742,31.665982203969882,2.8090349075975354,5.079999999999984,-7.6200000000000045,0.0,1.5699999999999994,0.02999999999999997,1.9700000000000002,-0.020000000000000018,-0.19999999999999996,-0.060000000000000026,-0.12,0.7000000000000001,1
0,0,1,0,1,1,3,4.1,2.82,0.57,0.8,177.8,145.0,185.42,1.35,3.22,0.97,1.0,180.34,155.0,185.42,48,68,16,51,97,121,26,67,1,1,1,16,33,49,10,44,11,13,1,2,4,6,5,5,30,46,14,46,12,14,2,5,6,8,0,0,0.7,0.31,1.0,0.06,0.5,0.65,0.78,0.64,0.36,0.31,0.06,0.5,32.68993839835729,33.62354551676933,-0.9336071184120414,-2.539999999999992,0.0,-10.0,2.7499999999999996,0.14,-0.40000000000000036,0.34,-0.4,0.72,0.14,-0.19999999999999996,1
0,0,0,0,0,0,3,4.18,4.18,0.94,0.8,167.64,135.0,172.72,6.56,3.91,0.81,0.2,170.18,135.0,177.8,49,83,64,165,128,196,71,173,3,3,0,1,8,37,50,149,4,5,5,7,37,41,9,9,46,78,64,165,0,0,0,0,3,5,0,0,0.59,0.38,1.0,0.0,0.47,0.55,0.4,0.34,0.44,0.6,0.8,0.66,36.39972621492129,23.928815879534564,12.470910335386723,-2.5400000000000205,-5.0800000000000125,0.0,-2.38,0.02999999999999997,0.2699999999999996,-0.04999999999999993,0.1299999999999999,-0.4,-0.32,0.6000000000000001,1
0,0,0,0,0,0,3,4.33,2.52,1.34,1.3,190.5,205.0,195.58,3.41,1.78,1.18,0.0,190.5,205.0,190.5,47,120,43,92,58,132,89,143,1,6,3,9,18,78,37,83,22,34,4,7,7,8,2,2,45,116,29,76,2,4,2,2,0,0,12,14,0.39,0.46,0.16,0.33,0.56,0.43,0.33,0.55,0.53,0.65,0.33,0.85,28.97741273100616,28.739219712525667,0.23819301848049435,0.0,5.0800000000000125,0.0,0.9199999999999999,0.030000000000000027,0.74,-0.22000000000000003,0.16000000000000014,0.0,-0.29999999999999993,1.3,0
0,2,0,0,0,0,3,3.68,2.94,0.22,0.0,190.5,205.0,193.04,2.95,2.33,0.38,0.0,190.5,220.0,198.12,57,137,66,156,60,141,80,172,0,0,0,2,25,88,31,110,7,15,8,16,25,34,27,30,55,133,59,144,2,4,2,5,0,0,5,7,0.41,0.42,0.0,0.0,0.46,0.61,1.0,0.7,0.44,0.56,0.33,0.66,32.90075290896646,36.824093086926766,-3.9233401779603057,0.0,-5.0800000000000125,-15.0,0.73,0.020000000000000018,0.6099999999999999,0.04999999999999993,-0.16,0.6699999999999999,0.039999999999999925,0.0,1
0,0,0,0,0,0,1,3.47,3.85,2.38,2.4,187.96,240.0,203.2,11.78,3.22,0.0,0.0,190.5,250.0,193.04,5,10,34,56,6,11,34,56,0,1,0,0,3,8,32,54,1,1,2,2,1,1,0,0,5,10,28,49,0,0,2,3,0,0,4,4,0.5,0.6,0.0,0.0,0.5,0.44,0.46,0.33,0.61,0.65,0.0,1.0,43.671457905544145,31.405886379192335,12.26557152635181,-2.539999999999992,10.159999999999997,-10.0,-8.309999999999999,-0.10999999999999999,0.6299999999999999,-0.21000000000000002,2.38,0.46,-0.6699999999999999,2.4,0
0,1,2,3,0,0,3,3.11,3.78,1.76,1.0,175.26,145.0,175.26,3.24,1.4,3.0,3.6,170.18,145.0,175.26,15,25,45,60,40,51,96,117,0,1,4,5,9,17,35,49,4,4,5,5,2,4,5,6,8,17,21,31,0,0,5,7,7,8,19,22,0.6,0.75,0.0,0.8,0.37,0.48,0.32,0.4,0.7,0.43,0.62,0.6,34.49418206707735,30.817248459958932,3.676933607118414,5.079999999999984,0.0,0.0,-0.13000000000000034,-0.32999999999999996,2.38,0.04999999999999999,-1.24,-0.3,-0.19999999999999996,-2.6,0
0,0,0,0,0,0,3,2.84,4.18,3.13,0.0,182.88,185.0,195.58,4.17,2.03,0.5,2.0,190.5,185.0,190.5,31,54,57,93,101,128,87,124,4,7,0,0,13,31,39,71,7,9,14,17,11,14,4,5,23,42,29,62,7,11,27,30,1,1,1,1,0.57,0.61,0.57,0.0,0.52,0.47,0.35,0.0,0.61,0.59,0.12,0.6,32.11772758384668,25.976728268309376,6.140999315537304,-7.6200000000000045,5.0800000000000125,0.0,-1.33,-0.08999999999999997,2.15,-0.12,2.63,0.22999999999999998,-0.6,-2.0,1
0,1,0,0,0,0,2,3.59,1.7,6.64,0.0,193.04,265.0,203.2,2.59,2.16,0.52,0.0,190.5,260.0,200.66,28,52,7,23,28,52,7,23,0,3,0,0,18,42,6,21,3,3,1,2,7,7,0,0,25,47,4,20,3,5,1,1,0,0,2,2,0.53,0.3,0.0,0.0,0.53,0.57,0.54,0.33,0.5,0.44,0.26,0.54,30.00684462696783,36.035592060232716,-6.028747433264886,2.539999999999992,2.539999999999992,5.0,1.0,0.030000000000000027,-0.4600000000000002,0.12999999999999995,6.119999999999999,0.28,-0.21000000000000002,0.0,0
0,1,0,0,0,0,1,3.4,3.66,0.34,0.1,170.18,135.0,175.26,4.17,5.07,0.86,0.0,167.64,135.0,180.34,17,66,42,57,17,66,44,59,1,1,0,0,10,50,23,34,3,6,4,7,4,10,15,16,16,63,34,49,0,0,2,2,1,3,6,6,0.25,0.73,1.0,0.0,0.29,0.69,0.33,0.86,0.49,0.55,0.25,0.6,36.65434633812457,29.177275838466805,7.4770704996577635,2.5400000000000205,-5.0800000000000125,0.0,-0.77,-0.2,-1.4100000000000001,0.1399999999999999,-0.52,0.08000000000000002,0.26,0.1,0
0,0,0,1,0,0,2,3.48,2.83,0.47,0.3,190.5,240.0,195.58,7.43,3.06,3.54,1.8,195.58,256.0,198.12,20,55,37,60,22,57,41,64,0,0,1,1,8,40,22,44,7,9,6,7,5,6,9,9,17,49,24,40,3,6,13,20,0,0,0,0,0.36,0.61,0.0,1.0,0.44,0.57,0.36,0.78,0.66,0.65,1.0,0.0,42.04517453798768,27.863107460643395,14.182067077344282,-5.0800000000000125,-2.539999999999992,-16.0,-3.9499999999999997,-0.22000000000000003,-0.22999999999999998,-0.08000000000000007,-3.0700000000000003,-0.64,0.78,-1.5,0
0,0,0,0,0,0,3,5.54,3.22,2.81,0.0,175.26,145.0,172.72,2.93,4.17,2.5,0.0,172.72,145.0,170.18,82,131,39,113,138,191,42,116,2,7,1,1,41,89,23,91,19,20,5,8,22,22,11,14,67,110,38,112,6,8,1,1,9,13,0,0,0.62,0.34,0.28,1.0,0.56,0.6,0.39,0.55,0.39,0.53,1.0,0.84,32.45722108145106,33.94113620807666,-1.4839151266255968,2.539999999999992,2.539999999999992,0.0,2.61,0.17000000000000004,-0.9499999999999997,0.06999999999999995,0.31000000000000005,-0.61,-0.2899999999999999,0.0,1
0,0,0,0,0,0,3,2.66,3.84,2.19,0.5,172.72,135.0,172.72,4.22,2.62,1.62,0.2,167.64,135.0,172.72,7,16,47,60,35,51,215,247,3,8,0,0,3,10,7,15,3,4,30,35,1,2,10,10,3,11,8,11,4,5,21,24,0,0,18,25,0.43,0.78,0.37,0.0,0.36,0.53,0.48,0.92,0.57,0.51,0.53,0.5,29.489390828199863,31.277207392197127,-1.7878165639972643,5.0800000000000125,0.0,0.0,-1.5599999999999996,-0.20999999999999996,1.2199999999999998,0.020000000000000018,0.5699999999999998,-0.050000000000000044,0.42000000000000004,0.3,0
1,0,0,0,0,0,1,2.82,3.91,0.33,0.0,172.72,135.0,172.72,2.57,2.57,2.75,2.8,172.72,135.0,175.26,9,11,11,33,9,11,13,35,0,0,0,0,8,10,6,27,1,1,1,2,0,0,4,4,6,7,8,30,1,2,3,3,2,2,0,0,0.81,0.33,0.0,0.0,0.4,0.65,0.16,0.72,0.35,0.26,1.0,0.0,33.256673511293634,24.681724845995895,8.57494866529774,0.0,-2.539999999999992,0.0,0.25,0.050000000000000044,1.3400000000000003,0.39,-2.42,-0.84,0.72,-2.8,1
0,0,0,0,0,0,2,3.58,2.84,3.7,0.3,190.5,260.0,198.12,2.75,5.19,1.15,0.0,193.04,260.0,203.2,51,72,13,24,107,135,27,38,3,3,0,0,51,72,8,19,0,0,3,3,0,0,2,2,7,17,11,22,0,0,2,2,44,55,0,0,0.7,0.54,1.0,0.0,0.49,0.58,0.63,0.75,0.52,0.33,1.0,0.0,26.075290896646134,28.777549623545518,-2.702258726899384,-2.539999999999992,-5.079999999999984,0.0,0.8300000000000001,-0.030000000000000027,-2.3500000000000005,0.24999999999999994,2.5500000000000003,-0.37,0.75,0.3,1
0,1,0,0,0,0,1,7.02,7.67,0.0,0.0,175.26,145.0,182.88,5.07,5.72,1.32,0.9,185.42,145.0,187.96,9,14,15,23,9,14,17,25,0,0,0,0,5,9,11,18,1,1,2,3,3,4,2,2,6,11,12,17,3,3,2,5,0,0,1,1,0.64,0.65,0.0,0.0,0.5,0.51,0.0,0.85,0.47,0.5,0.54,0.58,32.709103353867214,31.55920602327173,1.1498973305954827,-10.159999999999997,-5.0800000000000125,0.0,1.9499999999999993,0.030000000000000027,1.9500000000000002,0.010000000000000009,-1.32,-0.54,0.27,-0.9,0
0,0,0,1,0,1,3,5.21,3.0,1.44,0.2,165.1,125.0,165.1,4.96,3.61,0.28,0.6,165.1,125.0,167.64,40,152,38,81,50,165,95,162,3,5,0,0,23,130,24,57,14,18,9,14,3,4,5,10,18,119,25,61,20,31,13,20,2,2,0,0,0.26,0.46,0.6,0.0,0.52,0.5,0.4,0.8,0.43,0.64,0.4,0.6,22.743326488706366,27.515400410677618,-4.772073921971252,0.0,-2.539999999999992,0.0,0.25,0.09000000000000002,-0.6099999999999999,-0.14,1.16,0.0,0.20000000000000007,-0.39999999999999997,0
0,0,0,0,0,0,3,4.75,4.02,1.97,0.2,180.34,170.0,182.88,3.14,3.93,1.38,0.7,187.96,170.0,190.5,129,264,69,203,136,284,70,206,1,10,0,1,109,232,26,156,20,31,17,19,0,1,26,28,118,248,69,203,11,16,0,0,0,0,0,0,0.48,0.33,0.1,0.0,0.43,0.6,0.28,0.85,0.38,0.59,0.42,0.73,32.59958932238193,32.035592060232716,0.5639972621492149,-7.6200000000000045,-7.6200000000000045,0.0,1.6099999999999999,0.04999999999999999,0.08999999999999941,0.010000000000000009,0.5900000000000001,-0.13999999999999996,0.12,-0.49999999999999994,1
0,0,1,4,1,1,3,4.2,3.71,2.42,0.5,177.8,185.0,190.5,3.5,2.98,0.0,3.4,187.96,185.0,182.88,32,65,41,100,70,110,61,129,5,11,0,1,16,46,37,94,12,14,3,4,4,5,1,2,22,52,18,72,7,8,15,16,3,5,8,12,0.49,0.41,0.45,0.0,0.44,0.56,0.52,0.55,0.4,0.52,0.0,0.53,30.223134839151268,30.770704996577688,-0.5475701574264207,-10.159999999999997,7.6200000000000045,0.0,0.7000000000000002,0.03999999999999998,0.73,0.040000000000000036,2.42,0.52,0.020000000000000018,-2.9,0
2,0,0,0,0,0,3,4.66,2.33,3.22,0.1,182.88,170.0,193.04,3.22,3.04,2.08,0.7,177.8,170.0,180.34,83,136,45,108,93,149,55,124,0,0,0,3,56,105,18,75,11,15,13,14,16,16,14,19,54,100,44,104,3,4,1,4,26,32,0,0,0.61,0.41,0.0,0.0,0.54,0.58,0.47,1.0,0.45,0.54,0.35,0.5,33.76317590691308,34.57084188911704,-0.8076659822039645,5.079999999999984,12.699999999999989,0.0,1.44,0.09000000000000002,-0.71,0.039999999999999925,1.1400000000000001,0.12,0.5,-0.6,1
0,0,1,0,0,0,3,3.08,3.13,6.93,0.4,167.64,135.0,175.26,3.92,5.47,1.0,0.7,167.64,145.0,167.64,45,98,19,73,72,136,25,83,6,9,0,0,25,73,7,56,3,4,4,8,17,21,8,9,29,74,18,72,6,9,1,1,10,15,0,0,0.45,0.26,0.66,0.0,0.42,0.64,0.54,0.72,0.39,0.53,0.25,0.59,28.45448323066393,34.48870636550308,-6.034223134839149,0.0,7.6200000000000045,-10.0,-0.8399999999999999,0.02999999999999997,-2.34,0.10999999999999999,5.93,0.29000000000000004,0.13,-0.29999999999999993,1
0,0,0,2,1,1,3,3.64,2.92,1.22,0.1,175.26,185.0,180.34,3.28,2.79,1.13,0.8,180.34,185.0,182.88,38,84,27,67,51,115,56,107,6,14,1,6,20,62,10,42,10,13,6,11,8,9,11,14,28,69,26,64,8,11,0,0,2,4,1,3,0.45,0.4,0.42,0.16,0.43,0.59,0.39,0.64,0.5,0.58,0.18,0.6,29.308692676249144,32.525667351129364,-3.2169746748802197,-5.0800000000000125,-2.539999999999992,0.0,0.3600000000000003,-0.07,0.1299999999999999,0.010000000000000009,0.09000000000000008,0.21000000000000002,0.040000000000000036,-0.7000000000000001,1
0,0,5,0,0,0,1,3.71,3.01,1.12,3.4,165.1,115.0,170.18,3.99,5.53,3.37,0.5,162.56,115.0,160.02,4,16,5,7,71,89,14,19,0,0,1,1,0,12,1,3,3,3,4,4,1,1,0,0,4,16,5,7,0,0,0,0,0,0,0,0,0.25,0.71,0.0,1.0,0.41,0.54,0.33,0.5,0.59,0.58,0.63,0.25,28.66803559206023,27.041752224503764,1.6262833675564679,2.539999999999992,10.159999999999997,0.0,-0.28000000000000025,-0.18,-2.5200000000000005,-0.039999999999999925,-2.25,-0.3,0.25,2.9,1
0,0,0,2,0,1,2,1.66,3.06,7.0,1.6,182.88,185.0,185.42,4.92,5.09,3.76,1.9,182.88,185.0,190.5,9,26,32,50,14,32,50,73,4,10,0,0,9,26,28,45,0,0,4,5,0,0,0,0,7,21,28,46,2,2,4,4,0,3,0,0,0.34,0.64,0.4,0.0,0.42,0.42,0.47,0.0,0.55,0.47,0.66,0.7,31.38672142368241,27.32375085557837,4.0629705681040384,0.0,-5.0800000000000125,0.0,-3.26,-0.13000000000000006,-2.03,-0.04999999999999999,3.24,-0.19000000000000006,-0.7,-0.2999999999999998,0
2,0,1,0,0,2,3,6.57,7.23,1.0,0.5,177.8,170.0,185.42,4.99,5.34,1.19,0.0,190.5,170.0,203.2,70,152,42,86,128,213,48,93,2,2,2,6,36,112,25,67,15,20,8,10,19,20,9,9,51,126,40,84,4,7,1,1,15,19,1,1,0.46,0.48,1.0,0.33,0.46,0.49,1.0,0.57,0.6,0.51,0.33,0.25,27.786447638603697,30.576317590691307,-2.78986995208761,-12.699999999999989,-17.78,0.0,1.58,-0.13999999999999996,1.8900000000000006,-0.020000000000000018,-0.18999999999999995,0.6699999999999999,0.31999999999999995,0.5,1
0,1,1,0,0,0,3,4.42,4.25,0.29,0.1,172.72,135.0,190.5,4.3,2.45,0.57,0.2,175.26,145.0,170.18,59,120,69,126,62,124,72,131,1,1,1,1,15,56,23,59,28,40,14,21,16,24,32,46,59,119,61,116,0,0,8,10,0,1,0,0,0.49,0.54,1.0,1.0,0.41,0.52,0.66,0.7,0.57,0.59,0.6,0.73,33.06502395619439,29.815195071868583,3.2498288843258045,-2.539999999999992,20.319999999999993,-10.0,0.1200000000000001,-0.15999999999999998,1.7999999999999998,-0.06999999999999995,-0.27999999999999997,0.06000000000000005,-0.030000000000000027,-0.1,0
0,0,0,0,0,0,3,4.3,3.39,0.94,0.9,165.1,125.0,170.18,3.67,4.3,1.0,0.0,165.1,125.0,172.72,74,149,49,91,77,152,51,94,0,1,2,7,27,83,36,76,26,38,8,8,21,28,5,7,72,146,49,91,1,1,0,0,1,2,0,0,0.49,0.53,0.0,0.28,0.47,0.53,0.35,0.68,0.45,0.48,0.28,0.8,30.811772758384667,27.23066392881588,3.5811088295687874,0.0,-2.539999999999992,0.0,0.6299999999999999,0.019999999999999962,-0.9099999999999997,0.050000000000000044,-0.06000000000000005,0.06999999999999995,-0.12,0.9,1
0,0,0,0,0,1,3,7.73,5.51,2.0,0.0,165.1,135.0,170.18,4.2,3.83,0.5,0.5,172.72,135.0,177.8,57,84,38,59,135,175,70,97,4,6,1,3,33,55,22,36,9,10,4,8,15,19,12,15,27,46,31,51,11,14,3,3,19,24,4,5,0.67,0.64,0.66,0.33,0.52,0.48,0.6,0.9,0.53,0.46,0.16,0.37,26.105407255304584,25.357973990417523,0.7474332648870607,-7.6200000000000045,-7.6200000000000045,0.0,3.5300000000000002,-0.010000000000000009,1.6799999999999997,0.019999999999999962,1.5,0.43999999999999995,0.53,-0.5,1
0,0,1,0,0,1,2,5.64,2.65,0.74,0.7,175.26,155.0,193.04,3.58,6.49,0.0,0.6,170.18,155.0,172.72,34,65,11,27,46,78,19,35,1,1,0,2,25,54,6,21,5,7,3,4,4,4,2,2,21,45,10,26,5,8,0,0,8,12,1,1,0.52,0.4,1.0,0.0,0.55,0.59,1.0,1.0,0.42,0.58,0.0,0.33,27.523613963039015,31.49349760438056,-3.9698836413415464,5.079999999999984,20.319999999999993,0.0,2.0599999999999996,0.13000000000000006,-3.8400000000000003,0.010000000000000009,0.74,1.0,0.6699999999999999,0.09999999999999998,1
0,0,0,1,0,0,3,4.21,3.82,0.49,0.1,177.8,155.0,185.42,2.44,2.57,3.36,0.7,170.18,155.0,177.8,58,126,49,89,70,138,65,107,0,0,3,7,52,113,31,71,5,12,12,12,1,1,6,6,47,115,32,72,6,6,14,14,5,5,3,3,0.46,0.55,0.0,0.42,0.38,0.58,0.45,0.77,0.34,0.63,0.38,0.68,34.677618069815196,39.16495550992471,-4.487337440109513,7.6200000000000045,7.619999999999976,0.0,1.77,0.03999999999999998,1.25,-0.050000000000000044,-2.87,0.07,0.08999999999999997,-0.6,0
0,1,0,0,0,0,2,3.67,2.44,1.42,0.8,193.04,265.0,203.2,4.88,2.48,0.66,0.2,200.66,250.0,203.2,10,20,54,88,10,20,54,88,0,1,0,0,3,13,47,81,2,2,3,3,5,5,4,4,10,20,40,65,0,0,11,18,0,0,3,5,0.5,0.61,0.0,0.0,0.64,0.57,0.55,0.73,0.59,0.56,0.7,0.66,40.72553045859001,32.28747433264887,8.438056125941138,-7.6200000000000045,0.0,15.0,-1.21,0.050000000000000044,-0.040000000000000036,0.009999999999999898,0.7599999999999999,-0.1499999999999999,0.06999999999999995,0.6000000000000001,0
0,0,0,0,1,0,3,4.85,3.26,0.89,0.9,175.26,155.0,187.96,4.0,2.72,2.03,1.0,177.8,155.0,182.88,54,121,62,116,74,145,74,132,0,1,5,15,43,104,46,98,10,15,10,12,1,2,6,6,45,109,51,93,5,5,3,5,4,7,8,18,0.44,0.53,0.0,0.33,0.37,0.58,0.26,0.68,0.49,0.59,0.32,0.81,36.05201916495551,31.756331279945243,4.295687885010267,-2.5400000000000205,5.0800000000000125,0.0,0.8499999999999996,-0.12,0.5399999999999996,-0.010000000000000009,-1.1399999999999997,-0.06,-0.13,-0.09999999999999998,0
1,0,0,0,0,0,1,6.85,3.89,1.07,0.5,180.34,135.0,177.8,3.7,2.71,2.28,0.3,167.64,135.0,172.72,2,5,2,3,2,5,2,3,0,0,0,0,1,3,1,2,0,0,0,0,1,2,1,1,2,5,2,3,0,0,0,0,0,0,0,0,0.4,0.66,0.0,0.0,0.48,0.59,0.5,0.3,0.39,0.66,0.31,0.65,28.799452429842574,39.31006160164271,-10.510609171800134,12.700000000000017,5.0800000000000125,0.0,3.1499999999999995,0.08999999999999997,1.1800000000000002,-0.07000000000000006,-1.2099999999999997,0.19,-0.35000000000000003,0.2,1
0,0,0,2,0,0,2,4.61,3.39,0.0,0.0,193.04,205.0,208.28,1.81,1.41,4.83,1.2,198.12,205.0,195.58,16,24,29,29,34,43,55,58,0,0,4,7,3,7,27,27,5,6,2,2,8,11,0,0,11,19,2,2,5,5,0,0,0,0,27,27,0.66,1.0,0.0,0.57,0.59,0.4,0.0,0.41,0.88,0.5,0.34,0.0,32.19164955509925,35.115674195756334,-2.9240246406570876,-5.0800000000000125,12.699999999999989,0.0,2.8000000000000003,-0.29000000000000004,1.9800000000000002,-0.09999999999999998,-4.83,-0.34,0.41,-1.2,0
1,0,0,0,0,0,1,4.3,3.04,1.9,1.9,170.18,145.0,185.42,3.08,2.47,0.0,0.0,177.8,145.0,182.88,5,6,2,3,5,6,2,3,0,0,0,0,5,6,0,1,0,0,1,1,0,0,1,1,1,1,2,3,0,0,0,0,4,5,0,0,0.83,0.66,0.0,0.0,0.54,0.42,1.0,0.66,0.34,0.51,0.0,0.4,29.078713210130047,25.796030116358658,3.2826830937713893,-7.6200000000000045,2.539999999999992,0.0,1.2199999999999998,0.2,0.5699999999999998,-0.09000000000000002,1.9,1.0,0.26,1.9,1
0,0,0,1,0,1,3,3.17,2.45,1.03,0.0,182.88,145.0,187.96,2.45,1.56,2.4,1.4,177.8,145.0,182.88,41,109,23,47,73,144,46,70,2,3,3,9,25,84,12,34,10,13,9,10,6,12,2,3,26,93,21,44,12,13,1,2,3,3,1,1,0.37,0.48,0.66,0.33,0.41,0.46,0.57,0.66,0.51,0.64,0.4,0.56,28.26009582477755,24.424366872005475,3.835728952772076,5.079999999999984,5.0800000000000125,0.0,0.7199999999999998,-0.10000000000000003,0.8900000000000001,-0.18,-1.3699999999999999,0.16999999999999993,0.09999999999999998,-1.4,1
0,0,1,1,0,0,3,5.15,4.28,1.64,0.7,162.56,125.0,157.48,6.7,6.93,3.5,0.5,162.56,125.0,170.18,37,47,36,58,71,83,85,113,0,0,7,9,17,25,20,39,13,14,11,12,7,8,5,7,21,28,19,39,11,12,9,11,5,7,8,8,0.78,0.62,0.0,0.77,0.5,0.65,0.29,0.28,0.57,0.47,0.5,0.0,30.76249144421629,25.232032854209447,5.530458590006845,0.0,-12.700000000000017,0.0,-1.5499999999999998,-0.06999999999999995,-2.6499999999999995,0.18000000000000005,-1.86,-0.21000000000000002,0.28,0.19999999999999996,0
