R_KD,B_KD,R_SUB_ATT,B_SUB_ATT,R_REV,B_REV,last_round,SLpM_x,SApM_x,TD_Avg_x,Sub_Avg_x,R_Height_cms,R_Weight_lbs,R_Reach_cms,SLpM_y,SApM_y,TD_Avg_y,Sub_Avg_y,B_Height_cms,B_Weight_lbs,B_Reach_cms,R_SIG_STR_landed,R_SIG_STR_attempted,B_SIG_STR_landed,B_SIG_STR_attempted,R_TOTAL_STR_landed,R_TOTAL_STR_attempted,B_TOTAL_STR_landed,B_TOTAL_STR_attempted,R_TD_landed,R_TD_attempted,B_TD_landed,B_TD_attempted,R_HEAD_landed,R_HEAD_attempted,B_HEAD_landed,B_HEAD_attempted,R_BODY_landed,R_BODY_attempted,B_BODY_landed,B_BODY_attempted,R_LEG_landed,R_LEG_attempted,B_LEG_landed,B_LEG_attempted,R_DISTANCE_landed,R_DISTANCE_attempted,B_DISTANCE_landed,B_DISTANCE_attempted,R_CLINCH_landed,R_CLINCH_attempted,B_CLINCH_landed,B_CLINCH_attempted,R_GROUND_landed,R_GROUND_attempted,B_GROUND_landed,B_GROUND_attempted,R_SIG_STR_pct_float,B_SIG_STR_pct_float,R_TD_pct_float,B_TD_pct_float,Str_Acc_x_float,Str_Def_x_float,TD_Acc_x_float,TD_Def_x_float,Str_Acc_y_float,Str_Def_y_float,TD_Acc_y_float,TD_Def_y_float,R_age,B_age,age_diff,height_diff,reach_diff,weight_diff,slpm_diff,str_acc_diff,sapm_diff,str_def_diff,td_avg_diff,td_acc_diff,td_def_diff,sub_avg_diff,Winner_target
0,0,0,0,0,0,3,3.33,1.28,2.3,0.2,193.04,240.0,208.28,3.29,3.83,0.19,0.4,187.96,245.0,195.58,53,94,3,29,137,187,5,31,9,9,0,0,25,60,3,29,19,21,0,0,9,13,0,0,10,39,2,22,17,22,1,5,26,33,0,2,0.56,0.1,1.0,0.0,0.56,0.54,0.56,0.52,0.45,0.52,0.33,0.39,34.84462696783025,36.17522245037645,-1.330595482546201,5.079999999999984,12.699999999999989,-5.0,0.040000000000000036,0.11000000000000004,-2.55,0.020000000000000018,2.11,0.23000000000000004,0.13,-0.2,1
0,0,1,1,1,1,3,1.89,3.38,1.81,1.8,190.5,185.0,193.04,2.66,1.78,2.37,1.3,180.34,205.0,180.34,27,81,70,145,52,107,130,206,2,3,3,6,22,74,54,126,5,7,7,8,0,0,9,11,17,64,38,96,8,15,26,40,2,2,6,9,0.33,0.48,0.66,0.5,0.34,0.56,0.36,0.5,0.4,0.65,0.25,0.25,32.498288843258045,34.704996577686515,-2.20670773442847,10.159999999999997,12.699999999999989,-20.0,-0.7700000000000002,-0.06,1.5999999999999999,-0.08999999999999997,-0.56,0.10999999999999999,0.25,0.5,0
0,0,1,0,0,0,1,3.76,3.03,0.7,2.4,180.34,170.0,172.72,3.3,1.63,3.67,1.8,175.26,170.0,180.34,2,14,5,22,2,14,6,23,0,0,1,1,2,14,5,21,0,0,0,0,0,0,0,1,2,14,4,21,0,0,0,0,0,0,1,1,0.14,0.22,0.0,1.0,0.45,0.58,0.55,0.55,0.39,0.65,0.6,0.37,35.50992470910335,25.883641341546884,9.626283367556468,5.0800000000000125,-7.6200000000000045,0.0,0.45999999999999996,0.06,1.4,-0.07000000000000006,-2.9699999999999998,-0.04999999999999993,0.18000000000000005,0.5999999999999999,1
0,0,0,0,0,0,3,3.37,3.13,0.52,1.0,185.42,205.0,195.58,2.76,3.01,1.32,1.0,193.04,205.0,200.66,48,123,36,117,57,134,56,138,0,1,2,5,37,104,19,93,4,8,10,14,7,11,7,10,37,99,19,82,11,24,17,33,0,0,0,2,0.39,0.3,0.0,0.4,0.39,0.58,0.25,0.71,0.38,0.52,0.4,0.6,32.55304585900068,32.88158795345654,-0.32854209445585525,-7.6200000000000045,-5.079999999999984,0.0,0.6100000000000003,0.010000000000000009,0.1200000000000001,0.05999999999999994,-0.8,-0.15000000000000002,0.10999999999999999,0.0,1
0,0,1,3,1,1,3,2.65,2.58,3.55,1.2,187.96,185.0,193.04,1.69,2.69,1.69,1.1,190.5,205.0,205.74,25,73,20,50,72,124,40,70,5,7,1,1,12,51,7,31,12,19,10,12,1,3,3,7,9,36,17,41,7,14,1,6,9,23,2,3,0.34,0.4,0.71,1.0,0.47,0.54,0.54,0.62,0.37,0.59,0.5,0.33,26.532511978097194,25.921971252566735,0.6105407255304591,-2.539999999999992,-12.700000000000017,-20.0,0.96,0.09999999999999998,-0.10999999999999988,-0.04999999999999993,1.8599999999999999,0.040000000000000036,0.29,0.09999999999999987,1
1,0,0,0,0,0,1,6.37,2.33,5.13,0.4,185.42,240.0,195.58,1.95,2.4,1.3,2.4,190.5,240.0,195.58,23,45,3,22,23,45,3,22,0,0,0,0,16,33,3,22,1,4,0,0,6,8,0,0,16,38,3,22,2,2,0,0,5,5,0,0,0.51,0.13,0.0,0.0,0.57,0.57,0.45,0.85,0.42,0.55,0.29,0.36,27.567419575633128,33.719370294318956,-6.151950718685828,-5.0800000000000125,0.0,0.0,4.42,0.14999999999999997,-0.06999999999999984,0.019999999999999907,3.83,0.16000000000000003,0.49,-2.0,1
0,0,1,0,0,0,2,2.11,1.89,0.19,0.3,187.96,230.0,185.42,2.27,3.77,2.03,1.1,190.5,205.0,190.5,29,63,9,25,65,102,10,26,0,0,0,11,23,57,2,18,5,5,0,0,1,1,7,7,17,42,8,24,3,3,1,1,9,18,0,0,0.46,0.36,0.0,0.0,0.5,0.63,0.4,0.78,0.43,0.53,0.22,0.33,35.44695414099932,37.37713894592745,-1.9301848049281318,-2.539999999999992,-5.0800000000000125,25.0,-0.16000000000000014,0.07,-1.8800000000000001,0.09999999999999998,-1.8399999999999999,0.18000000000000002,0.45,-0.8,1
0,0,3,2,1,0,3,2.61,2.52,2.32,1.6,177.8,155.0,180.34,2.05,2.44,2.75,2.2,170.18,145.0,177.8,20,87,7,31,47,116,9,33,2,3,3,6,18,82,4,24,2,5,0,1,0,0,3,6,18,84,6,29,1,2,1,1,1,1,0,1,0.22,0.22,0.66,0.5,0.27,0.67,0.31,0.53,0.44,0.6,0.44,0.39,32.61875427789185,27.685147159479808,4.933607118412045,7.6200000000000045,2.539999999999992,10.0,0.56,-0.16999999999999998,0.08000000000000007,0.07000000000000006,-0.43000000000000016,-0.13,0.14,-0.6000000000000001,1
1,0,0,0,0,0,3,2.82,1.39,3.37,0.4,187.96,205.0,187.96,3.25,2.98,1.18,0.7,187.96,185.0,193.04,29,62,15,74,55,89,18,77,3,9,0,0,17,48,9,64,5,7,2,2,7,7,4,8,14,43,13,71,10,12,2,3,5,7,0,0,0.46,0.2,0.33,0.0,0.43,0.71,0.44,0.8,0.36,0.59,0.45,0.62,26.70773442847365,34.30800821355236,-7.600273785078713,0.0,-5.079999999999984,20.0,-0.43000000000000016,0.07,-1.59,0.12,2.1900000000000004,-0.010000000000000009,0.18000000000000005,-0.29999999999999993,1
1,0,1,0,0,0,3,2.79,2.19,0.97,0.6,180.34,205.0,187.96,4.33,2.71,1.05,0.3,185.42,185.0,190.5,42,165,32,137,47,171,38,144,1,1,5,9,16,126,21,121,4,6,7,10,22,33,4,6,33,137,29,127,2,14,3,10,7,14,0,0,0.25,0.23,1.0,0.55,0.4,0.6,0.53,0.62,0.38,0.65,0.43,0.63,33.634496919917865,30.978781656399725,2.6557152635181396,-5.079999999999984,-2.539999999999992,20.0,-1.54,0.020000000000000018,-0.52,-0.050000000000000044,-0.08000000000000007,0.10000000000000003,-0.010000000000000009,0.3,1
0,2,1,0,0,0,3,4.04,2.99,2.75,0.2,187.96,185.0,190.5,2.25,4.26,0.87,0.2,182.88,205.0,187.96,22,52,25,54,96,142,50,81,5,10,2,4,15,43,24,53,4,6,1,1,3,3,0,0,7,16,10,26,6,13,10,21,9,23,5,7,0.42,0.46,0.5,0.5,0.51,0.62,0.37,0.58,0.45,0.4,0.29,0.51,28.39425051334702,31.134839151266256,-2.7405886379192346,5.0800000000000125,2.539999999999992,-20.0,1.79,0.06,-1.2699999999999996,0.21999999999999997,1.88,0.08000000000000002,0.06999999999999995,0.0,1
0,0,0,0,0,0,3,1.82,2.03,2.55,1.0,185.42,170.0,182.88,2.03,3.06,1.67,1.8,185.42,185.0,187.96,30,77,20,95,67,122,25,100,4,7,0,0,22,66,6,64,6,9,5,20,2,2,9,11,20,61,15,83,8,12,2,5,2,4,3,7,0.38,0.21,0.57,0.0,0.43,0.63,0.26,0.61,0.36,0.49,0.54,0.47,32.251882272416154,28.605065023956193,3.6468172484599606,0.0,-5.0800000000000125,-15.0,-0.20999999999999974,0.07,-1.0300000000000002,0.14,0.8799999999999999,-0.28,0.14,-0.8,1
1,0,0,0,0,0,1,1.98,2.64,2.05,0.9,167.64,170.0,172.72,2.79,1.9,2.35,0.8,175.26,170.0,180.34,12,36,6,21,12,36,6,21,0,0,0,0,7,25,6,21,3,9,0,0,2,2,0,0,8,32,6,21,0,0,0,0,4,4,0,0,0.33,0.28,0.0,0.0,0.39,0.46,0.2,0.38,0.46,0.56,0.47,0.75,35.68240930869268,37.752224503764545,-2.069815195071868,-7.6200000000000045,-7.6200000000000045,0.0,-0.81,-0.07,0.7400000000000002,-0.10000000000000003,-0.30000000000000027,-0.26999999999999996,-0.37,0.09999999999999998,1
0,0,1,0,0,0,2,2.85,1.53,2.78,0.5,185.42,205.0,190.5,1.88,2.62,3.89,0.8,185.42,205.0,190.5,44,67,10,21,68,93,16,27,1,1,0,0,41,63,8,18,2,3,1,2,1,1,1,1,20,38,9,18,16,19,1,3,8,10,0,0,0.65,0.47,1.0,0.0,0.57,0.59,0.46,0.58,0.52,0.4,0.4,0.5,46.62833675564682,45.13073237508556,1.4976043805612633,0.0,0.0,0.0,0.9700000000000002,0.04999999999999993,-1.09,0.18999999999999995,-1.1100000000000003,0.06,0.07999999999999996,-0.30000000000000004,1
0,0,0,1,1,1,3,3.39,3.44,1.2,0.6,172.72,155.0,177.8,2.35,4.14,0.0,0.8,182.88,155.0,185.42,62,126,30,130,146,219,36,141,3,6,0,0,45,105,24,120,9,13,2,5,8,8,4,5,45,97,20,103,4,12,7,17,13,17,3,10,0.49,0.23,0.5,0.0,0.48,0.57,0.37,0.46,0.26,0.51,0.0,0.33,30.09719370294319,26.46132785763176,3.6358658453114323,-10.159999999999997,-7.619999999999976,0.0,1.04,0.21999999999999997,-0.6999999999999997,0.05999999999999994,1.2,0.37,0.13,-0.20000000000000007,1
1,0,1,0,0,0,2,1.71,1.99,1.42,1.2,180.34,170.0,187.96,2.36,2.29,1.06,0.6,185.42,170.0,195.58,9,25,7,61,11,27,20,74,0,0,1,1,5,20,3,51,1,2,0,0,3,3,4,10,9,24,7,60,0,0,0,0,0,1,0,1,0.36,0.11,0.0,1.0,0.39,0.63,0.31,0.63,0.37,0.54,0.5,0.61,29.032169746748803,30.636550308008214,-1.6043805612594113,-5.079999999999984,-7.6200000000000045,0.0,-0.6499999999999999,0.020000000000000018,-0.30000000000000004,0.08999999999999997,0.3599999999999999,-0.19,0.020000000000000018,0.6,1
0,0,0,2,0,1,3,2.5,2.83,2.02,0.4,175.26,155.0,177.8,1.79,2.48,0.99,0.7,175.26,145.0,182.88,26,53,19,48,40,71,36,66,7,11,0,1,9,32,7,31,8,9,8,11,9,12,4,6,8,26,12,35,7,9,7,7,11,18,0,6,0.49,0.39,0.63,0.0,0.3,0.64,0.52,0.65,0.35,0.56,0.28,0.44,28.522929500342233,26.00958247775496,2.513347022587272,0.0,-5.079999999999984,10.0,0.71,-0.04999999999999999,0.3500000000000001,0.07999999999999996,1.03,0.24,0.21000000000000002,-0.29999999999999993,1
0,0,0,2,0,1,3,3.08,1.1,3.81,0.4,185.42,205.0,185.42,2.71,2.32,1.87,0.8,182.88,185.0,187.96,39,56,11,24,214,258,37,50,6,6,0,1,31,47,7,19,2,3,4,5,6,6,0,0,6,10,6,14,4,7,1,3,29,39,4,7,0.69,0.45,1.0,0.0,0.43,0.62,0.59,0.66,0.49,0.55,0.51,0.7,32.84599589322382,30.80082135523614,2.045174537987684,2.539999999999992,-2.5400000000000205,20.0,0.3700000000000001,-0.06,-1.2199999999999998,0.06999999999999995,1.94,0.07999999999999996,-0.039999999999999925,-0.4,1
0,0,1,0,0,0,3,2.85,1.33,2.99,0.6,187.96,205.0,200.66,3.28,2.65,0.12,0.3,185.42,205.0,187.96,48,103,5,27,104,169,5,27,3,4,0,0,26,71,0,19,21,26,2,3,1,6,3,5,5,33,4,26,4,5,1,1,39,65,0,0,0.46,0.18,0.75,0.0,0.34,0.72,0.38,0.72,0.42,0.59,0.12,0.6,25.366187542778917,29.36892539356605,-4.002737850787135,2.5400000000000205,12.699999999999989,0.0,-0.4299999999999997,-0.07999999999999996,-1.3199999999999998,0.13,2.87,0.26,0.12,0.3,1
0,0,1,1,0,0,3,1.35,3.17,1.19,0.6,187.96,258.0,193.04,2.79,4.14,1.72,0.9,193.04,260.0,193.04,24,64,34,70,45,88,53,90,1,7,1,1,13,53,24,56,2,2,8,12,9,9,2,2,17,51,10,36,7,12,14,21,0,1,10,13,0.37,0.48,0.14,1.0,0.31,0.47,0.18,0.0,0.47,0.46,0.33,0.85,34.41478439425051,26.748802190280628,7.665982203969882,-5.079999999999984,0.0,-2.0,-1.44,-0.15999999999999998,-0.9699999999999998,0.009999999999999953,-0.53,-0.15000000000000002,-0.85,-0.30000000000000004,1
0,0,1,1,1,0,3,3.8,2.17,2.53,0.9,175.26,170.0,180.34,2.69,3.2,1.22,0.3,175.26,170.0,182.88,47,172,22,128,67,192,24,130,2,3,1,2,31,153,13,112,12,15,7,12,4,4,2,4,36,152,21,126,7,10,1,2,4,10,0,0,0.27,0.17,0.66,0.5,0.41,0.62,0.48,0.63,0.32,0.64,0.66,0.63,25.371663244353183,27.84120465434634,-2.4695414099931554,0.0,-2.539999999999992,0.0,1.1099999999999999,0.08999999999999997,-1.0300000000000002,-0.020000000000000018,1.3099999999999998,-0.18000000000000005,0.0,0.6000000000000001,1
0,0,0,0,0,0,3,4.71,3.55,0.57,0.3,177.8,170.0,190.5,4.55,3.59,0.93,0.7,177.8,170.0,185.42,87,162,37,150,95,171,67,180,2,2,0,1,40,106,19,120,29,36,7,17,18,20,11,13,57,112,31,135,12,25,6,15,18,25,0,0,0.53,0.24,1.0,0.0,0.46,0.6,0.27,0.6,0.35,0.65,0.5,0.76,29.374401095140314,32.63244353182751,-3.258042436687198,0.0,5.0800000000000125,0.0,0.16000000000000014,0.11000000000000004,-0.040000000000000036,-0.050000000000000044,-0.3600000000000001,-0.22999999999999998,-0.16000000000000003,-0.39999999999999997,1
0,0,0,2,0,0,3,3.6,2.53,3.78,0.5,182.88,170.0,185.42,2.5,2.41,2.46,1.4,182.88,205.0,187.96,36,108,52,128,74,149,60,136,2,6,1,6,22,85,50,126,12,20,2,2,2,3,0,0,14,66,22,73,19,37,30,54,3,5,0,1,0.33,0.4,0.33,0.16,0.52,0.56,0.34,0.83,0.42,0.6,0.32,0.57,35.4798083504449,26.661190965092402,8.818617385352496,0.0,-2.5400000000000205,-35.0,1.1,0.10000000000000003,0.11999999999999966,-0.039999999999999925,1.3199999999999998,0.020000000000000018,0.26,-0.8999999999999999,1
0,1,1,2,0,1,3,5.33,3.54,1.82,1.0,177.8,155.0,177.8,2.92,2.3,1.31,0.8,175.26,155.0,180.34,22,80,26,74,48,109,38,86,3,4,0,1,19,75,20,67,3,5,3,3,0,0,3,4,10,58,20,56,0,1,5,12,12,21,1,6,0.27,0.35,0.75,0.0,0.39,0.61,0.33,0.79,0.44,0.63,0.4,0.66,28.06570841889117,23.98904859685147,4.076659822039698,2.5400000000000205,-2.539999999999992,0.0,2.41,-0.04999999999999999,1.2400000000000002,-0.020000000000000018,0.51,-0.07,0.13,0.19999999999999996,1
0,0,2,0,0,0,1,3.75,2.8,1.77,0.4,182.88,170.0,193.04,2.75,0.79,1.87,1.2,182.88,170.0,187.96,8,19,6,18,23,34,14,26,2,3,0,3,7,18,2,13,1,1,3,4,0,0,1,1,5,16,3,15,1,1,0,0,2,2,3,3,0.42,0.33,0.66,0.0,0.42,0.62,0.47,0.88,0.65,0.66,0.37,0.54,20.473648186173854,35.318275154004105,-14.844626967830251,0.0,5.079999999999984,0.0,1.0,-0.23000000000000004,2.01,-0.040000000000000036,-0.10000000000000009,0.09999999999999998,0.33999999999999997,-0.7999999999999999,1
0,0,0,0,0,0,3,1.92,2.64,2.91,0.7,175.26,155.0,177.8,4.62,3.78,1.19,1.4,182.88,170.0,193.04,41,142,70,251,53,154,77,259,0,0,0,3,29,123,49,214,11,15,9,22,1,4,12,15,34,126,67,243,7,16,3,8,0,0,0,0,0.28,0.27,0.0,0.0,0.32,0.66,0.47,0.81,0.45,0.53,0.3,0.42,30.677618069815196,24.739219712525667,5.938398357289529,-7.6200000000000045,-15.23999999999998,-15.0,-2.7,-0.13,-1.1399999999999997,0.13,1.7200000000000002,0.16999999999999998,0.39000000000000007,-0.7,1
0,0,0,0,1,0,3,1.41,1.58,2.96,0.0,180.34,185.0,195.58,1.68,1.68,2.85,0.5,185.42,185.0,187.96,21,81,7,72,34,96,29,98,1,2,1,4,19,76,7,72,1,4,0,0,1,1,0,0,13,62,7,70,1,1,0,2,7,18,0,0,0.25,0.09,0.5,0.25,0.29,0.62,0.54,0.72,0.32,0.68,0.46,0.66,30.146475017111566,24.810403832991103,5.336071184120463,-5.079999999999984,7.6200000000000045,0.0,-0.27,-0.030000000000000027,-0.09999999999999987,-0.06000000000000005,0.10999999999999988,0.08000000000000002,0.05999999999999994,-0.5,1
0,0,2,0,0,0,3,3.49,3.22,1.93,0.6,172.72,155.0,177.8,1.99,3.45,0.65,0.0,175.26,155.0,180.34,42,112,21,53,99,183,31,64,5,8,0,0,37,100,4,33,1,2,9,11,4,10,8,9,15,58,19,49,2,2,2,3,25,52,0,1,0.37,0.39,0.62,0.0,0.46,0.61,0.37,0.58,0.4,0.58,0.5,0.4,25.21013004791239,27.397672826830938,-2.187542778918548,-2.539999999999992,-2.539999999999992,0.0,1.5000000000000002,0.06,-0.22999999999999998,0.030000000000000027,1.2799999999999998,-0.13,0.17999999999999994,0.6,1
0,0,0,0,0,0,3,2.11,2.32,3.71,0.5,182.88,185.0,182.88,2.11,4.06,1.79,1.2,187.96,185.0,190.5,32,103,32,160,65,140,40,168,2,9,0,1,15,83,18,141,9,11,14,19,8,9,0,0,19,77,14,127,12,24,18,33,1,2,0,0,0.31,0.2,0.22,0.0,0.44,0.63,0.44,0.83,0.24,0.53,0.75,0.66,28.361396303901437,25.215605749486652,3.145790554414784,-5.0800000000000125,-7.6200000000000045,0.0,0.0,0.2,-1.7399999999999998,0.09999999999999998,1.92,-0.31,0.16999999999999993,-0.7,1
1,0,1,0,0,0,1,2.73,2.99,1.69,1.9,172.72,155.0,180.34,4.62,3.05,0.43,0.1,177.8,170.0,177.8,6,23,2,27,11,28,3,28,0,0,0,0,3,19,2,26,1,2,0,1,2,2,0,0,5,21,2,27,0,0,0,0,1,2,0,0,0.26,0.07,0.0,0.0,0.4,0.59,0.43,0.46,0.44,0.57,0.25,0.59,26.34360027378508,31.41409993155373,-5.07049965776865,-5.0800000000000125,2.539999999999992,-15.0,-1.8900000000000001,-0.03999999999999998,-0.05999999999999961,0.020000000000000018,1.26,0.18,-0.12999999999999995,1.7999999999999998,1
1,0,1,0,0,0,1,3.22,3.28,1.86,2.0,182.88,170.0,182.88,1.19,1.78,3.19,2.0,175.26,155.0,180.34,14,34,13,36,24,44,14,38,0,0,0,0,14,34,12,35,0,0,1,1,0,0,0,0,7,20,11,34,0,1,2,2,7,13,0,0,0.41,0.36,0.0,0.0,0.42,0.62,0.41,0.78,0.34,0.52,0.48,0.52,27.71252566735113,29.32511978097194,-1.6125941136208084,7.6200000000000045,2.539999999999992,15.0,2.0300000000000002,0.07999999999999996,1.4999999999999998,0.09999999999999998,-1.3299999999999998,-0.07,0.26,0.0,1
1,0,0,0,0,0,1,3.14,2.37,0.91,0.0,175.26,170.0,193.04,2.24,3.51,0.55,4.1,185.42,170.0,193.04,8,20,4,11,8,20,4,11,0,0,0,0,4,11,1,4,0,0,3,7,4,9,0,0,5,17,4,11,0,0,0,0,3,3,0,0,0.4,0.36,0.0,0.0,0.47,0.6,0.4,0.64,0.4,0.46,0.5,0.25,26.863791923340177,23.679671457905545,3.1841204654346313,-10.159999999999997,0.0,0.0,0.8999999999999999,0.06999999999999995,-1.1399999999999997,0.13999999999999996,0.36,-0.09999999999999998,0.39,-4.1,1
1,0,0,0,0,0,1,4.49,3.33,0.3,0.1,193.04,238.0,195.58,1.05,1.78,0.0,1.0,187.96,225.0,195.58,14,33,3,18,17,37,3,18,0,0,0,0,9,24,3,15,4,7,0,2,1,2,0,1,10,25,3,17,0,1,0,1,4,7,0,0,0.42,0.16,0.0,0.0,0.47,0.56,0.5,0.81,0.47,0.5,0.0,0.25,25.924709103353866,33.50855578370979,-7.583846680355922,5.079999999999984,0.0,13.0,3.4400000000000004,0.0,1.55,0.06000000000000005,0.3,0.5,0.56,-0.9,1
0,0,0,2,0,0,3,4.17,4.08,0.63,0.1,175.26,155.0,177.8,2.84,5.39,2.39,2.0,177.8,155.0,180.34,94,264,26,81,110,281,33,89,0,0,4,16,60,219,23,78,19,26,1,1,15,19,2,2,84,246,17,67,8,12,4,8,2,6,5,6,0.35,0.32,0.0,0.25,0.28,0.57,0.38,0.77,0.39,0.54,0.45,0.54,25.694729637234772,25.61533196440794,0.07939767282683263,-2.5400000000000205,-2.539999999999992,0.0,1.33,-0.10999999999999999,-1.3099999999999996,0.029999999999999916,-1.7600000000000002,-0.07,0.22999999999999998,-1.9,1
0,0,0,0,0,0,3,2.14,2.42,2.98,0.0,182.88,205.0,190.5,3.92,2.55,1.03,0.7,187.96,205.0,187.96,12,66,31,84,21,78,67,122,8,16,0,0,11,65,15,63,1,1,10,14,0,0,6,7,6,56,20,55,5,9,11,29,1,1,0,0,0.18,0.36,0.5,0.0,0.37,0.63,0.44,0.73,0.5,0.67,0.47,0.7,30.272416153319643,27.140314852840522,3.132101300479121,-5.0800000000000125,2.539999999999992,0.0,-1.7799999999999998,-0.13,-0.1299999999999999,-0.040000000000000036,1.95,-0.02999999999999997,0.030000000000000027,-0.7,1
0,0,0,1,0,0,1,3.12,2.26,3.17,0.6,182.88,185.0,180.34,2.84,2.99,1.55,1.9,185.42,185.0,193.04,16,28,9,16,22,39,10,17,1,1,0,2,8,19,5,11,8,9,1,2,0,0,3,3,0,5,7,12,0,0,2,4,16,23,0,0,0.57,0.56,1.0,0.0,0.51,0.57,0.29,0.57,0.39,0.59,0.5,0.31,31.89596167008898,32.284736481861735,-0.3887748117727554,-2.539999999999992,-12.699999999999989,0.0,0.28000000000000025,0.12,-0.7300000000000004,-0.020000000000000018,1.6199999999999999,-0.21000000000000002,0.25999999999999995,-1.2999999999999998,1
0,0,4,4,1,0,3,2.19,3.38,2.49,1.6,172.72,155.0,180.34,1.04,1.71,1.67,2.0,175.26,155.0,175.26,21,45,1,30,55,83,20,50,6,7,1,1,18,38,1,29,0,1,0,0,3,6,0,1,3,14,0,24,0,3,0,2,18,28,1,4,0.46,0.03,0.85,1.0,0.33,0.59,0.36,0.11,0.27,0.58,0.33,0.11,27.93429158110883,30.99247091033539,-3.058179329226558,-2.539999999999992,5.0800000000000125,0.0,1.15,0.06,1.67,0.010000000000000009,0.8200000000000003,0.02999999999999997,0.0,-0.3999999999999999,1
1,0,0,1,0,0,2,2.47,2.83,2.04,0.4,175.26,170.0,180.34,2.74,2.84,1.8,1.5,182.88,170.0,187.96,15,39,5,8,30,56,29,34,2,2,0,1,13,37,3,6,2,2,1,1,0,0,1,1,2,8,2,5,3,5,2,2,10,26,1,1,0.38,0.62,1.0,0.0,0.39,0.6,0.47,0.86,0.45,0.6,0.35,0.7,24.76659822039699,34.29158110882957,-9.524982888432579,-7.6200000000000045,-7.6200000000000045,0.0,-0.27,-0.06,-0.009999999999999787,0.0,0.24,0.12,0.16000000000000003,-1.1,1
1,0,1,0,0,0,1,2.18,3.84,2.02,2.0,190.5,264.0,200.66,3.33,1.28,2.3,0.2,193.04,240.0,208.28,2,5,0,4,2,5,0,4,0,0,0,0,2,5,0,4,0,0,0,0,0,0,0,0,1,2,0,4,0,0,0,0,1,3,0,0,0.4,0.0,0.0,0.0,0.47,0.38,0.4,0.54,0.56,0.54,0.56,0.52,30.55441478439425,34.573579739904176,-4.019164955509925,-2.539999999999992,-7.6200000000000045,24.0,-1.15,-0.09000000000000008,2.5599999999999996,-0.16000000000000003,-0.2799999999999998,-0.16000000000000003,0.020000000000000018,1.8,1
0,0,4,0,0,0,3,3.49,3.99,3.83,0.3,175.26,185.0,175.26,2.61,3.57,1.24,0.0,177.8,170.0,187.96,49,83,16,26,114,155,28,39,7,14,1,6,36,66,6,13,6,9,6,9,7,8,4,4,10,29,6,11,30,42,10,15,9,12,0,0,0.59,0.61,0.5,0.16,0.45,0.53,0.46,0.63,0.65,0.4,0.18,0.6,26.250513347022586,29.32785763175907,-3.0773442847364834,-2.5400000000000205,-12.700000000000017,15.0,0.8800000000000003,-0.2,0.4200000000000004,0.13,2.59,0.28,0.030000000000000027,0.3,1
0,0,0,3,0,0,3,3.17,3.57,2.13,1.5,177.8,155.0,172.72,1.38,2.84,1.31,1.6,175.26,155.0,177.8,55,130,20,85,82,164,45,115,2,5,1,7,39,104,12,69,6,9,5,11,10,17,3,5,23,61,18,73,15,27,1,11,17,42,1,1,0.42,0.23,0.4,0.14,0.5,0.51,0.37,0.56,0.31,0.61,0.18,0.54,26.23134839151266,25.034907597535934,1.196440793976727,2.5400000000000205,-5.0800000000000125,0.0,1.79,0.19,0.73,-0.09999999999999998,0.8199999999999998,0.19,0.020000000000000018,-0.10000000000000009,1
0,0,0,0,0,0,3,2.61,1.65,3.6,0.8,182.88,170.0,187.96,2.62,2.36,3.08,0.2,172.72,170.0,180.34,55,163,54,174,109,223,94,220,4,10,1,2,37,135,34,147,12,18,12,17,6,10,8,10,40,130,26,129,13,30,28,45,2,3,0,0,0.33,0.31,0.4,0.5,0.5,0.54,0.51,0.56,0.42,0.62,0.42,0.71,31.797399041752225,29.27857631759069,2.5188227241615344,10.159999999999997,7.6200000000000045,0.0,-0.010000000000000231,0.08000000000000002,-0.71,-0.07999999999999996,0.52,0.09000000000000002,-0.1499999999999999,0.6000000000000001,1
1,0,1,0,0,0,2,2.41,1.85,2.22,1.3,177.8,145.0,187.96,2.44,2.57,3.36,0.7,170.18,155.0,177.8,22,78,13,69,43,102,14,71,1,2,0,3,20,73,7,55,2,4,0,4,0,1,6,10,15,68,9,54,5,8,2,7,2,2,2,8,0.28,0.18,0.5,0.0,0.4,0.63,0.33,0.6,0.34,0.63,0.38,0.68,33.54688569472964,28.01095140314853,5.5359342915811105,7.6200000000000045,10.159999999999997,-10.0,-0.029999999999999805,0.06,-0.7199999999999998,0.0,-1.1399999999999997,-0.04999999999999999,-0.08000000000000007,0.6000000000000001,1
1,0,0,0,0,0,1,2.7,3.1,0.44,0.9,187.96,185.0,190.5,3.02,4.06,0.9,2.2,185.42,185.0,193.04,21,56,29,90,26,63,30,91,0,0,0,0,19,53,28,89,2,3,0,0,0,0,1,1,17,47,29,90,2,5,0,0,2,4,0,0,0.37,0.32,0.0,0.0,0.41,0.59,0.26,0.55,0.39,0.56,0.66,0.57,25.634496919917865,31.19233401779603,-5.5578370978781635,2.5400000000000205,-2.539999999999992,0.0,-0.31999999999999984,0.019999999999999962,-0.9599999999999995,0.029999999999999916,-0.46,-0.4,-0.019999999999999907,-1.3000000000000003,1
